institution,period,euro,doi,publicationTitle,authorNames,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,issn_l,license_ref,indexed_in_crossref,pmid,pmcid,ut,url,doaj
Leipzig U,2020,1625.54,10.1002/cre2.305,"Mechanical properties of human oral mucosa tissues are site dependent: A combined biomechanical, histological and ultrastructural approach","Choi, Joanne Jung Eun;Zwirner, Johann;Ramani, Rishi Sanjay;Ma, Sunyoung;Hussaini, Haizal Mohd;Waddell, John Neil;Hammer, Niels",FALSE,Wiley-Blackwell,Clinical and Experimental Dental Research,2057-4347,2057-4347,2057-4347,2057-4347,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32618130,PMC7745080,ut:000544926000001,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fcre2.305,TRUE
Leipzig U,2020,1374.45,10.5194/acp-19-15415-2019,Separating radiative forcing by aerosol–cloud interactions and rapid cloud adjustments in the ECHAM–HAMMOZ aerosol–climate model using the method of partial radiative perturbations,"Mülmenstädt, Johannes;Gryspeerdt, Edward;Salzmann, Marc;Ma, Po-Lun;Dipu, Sudhakar;Quaas, Johannes",FALSE,Copernicus GmbH,Atmospheric Chemistry and Physics,1680-7324,,1680-7324,1680-7316,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,NA,NA,ut:000503444400004,https://acp.copernicus.org/articles/19/15415/2019/acp-19-15415-2019.pdf,TRUE
Leipzig U,2020,1369.11,10.21037/qims-20-907,3D-segmentation and characterization of visceral and abdominal subcutaneous adipose tissue on CT: influence of contrast medium and contrast phase,"Gohmann, Robin F.;Gottschling, Sebastian;Seitz, Patrick;Temiz, Batuhan;Krieghoff, Christian;Lücke, Christian;Horn, Matthias;Gutberlet, Matthias",FALSE,AME Publishing Company,Quantitative Imaging in Medicine and Surgery,2223-4292,2223-4292,2223-4306,2223-4306,na,TRUE,33532269,PMC7779906,ut:000598748900020,http://qims.amegroups.com/article/download/55860/pdf,FALSE
Leipzig U,2020,1299.2,10.5194/mr-1-261-2020,Analysis of the electronic structure of the primary electron donor of photosystem I of &amp;lt;i&amp;gt;Spirodela&amp;lt;/i&amp;gt; &amp;lt;i&amp;gt;oligorrhiza&amp;lt;/i&amp;gt; by photochemically induced dynamic nuclear polarization (photo-CIDNP) solid-state nuclear  magnetic  resonance (NMR),"Janssen, Geertje J.;Eschenbach, Patrick;Kurle, Patrick;Bode, Bela E.;Neugebauer, Johannes;de Groot, Huub J. M.;Matysik, Jörg;Alia, Alia",FALSE,Copernicus GmbH,Magnetic Resonance,2699-0016,,2699-0016,2699-0016,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,NA,NA,NA,https://mr.copernicus.org/articles/1/261/2020/mr-1-261-2020.pdf,TRUE
Leipzig U,2020,1129.17,10.3390/cells9051108,Regulation of Microglial Functions by Purinergic Mechanisms in the Healthy and Diseased CNS,"Illes, Peter;Rubini, Patrizia;Ulrich, Henning;Zhao, Yafei;Tang, Yong",FALSE,MDPI AG,Cells,2073-4409,,2073-4409,2073-4409,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32365642,PMC7290360,ut:000539340200042,https://www.mdpi.com/2073-4409/9/5/1108/pdf,TRUE
Leipzig U,2020,1099.56,10.5194/acp-20-2407-2020,A new classification of satellite-derived liquid water cloud regimes at cloud scale,"Unglaub, Claudia;Block, Karoline;Mülmenstädt, Johannes;Sourdeval, Odran;Quaas, Johannes",FALSE,Copernicus GmbH,Atmospheric Chemistry and Physics,1680-7324,,1680-7324,1680-7316,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,NA,NA,ut:000518197400004,https://acp.copernicus.org/articles/20/2407/2020/acp-20-2407-2020.pdf,TRUE
Leipzig U,2020,1063.7,10.3389/fdata.2020.548873,The Human Blood Transcriptome in a Large Population Cohort and Its Relation to Aging and Health,"Schmidt, Maria;Hopp, Lydia;Arakelyan, Arsen;Kirsten, Holger;Engel, Christoph;Wirkner, Kerstin;Krohn, Knut;Burkhardt, Ralph;Thiery, Joachim;Loeffler, Markus;Loeffler-Wirth, Henry;Binder, Hans",FALSE,Frontiers Media SA,Frontiers in Big Data,2624-909X,,2624-909X,2624-909X,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33693414,PMC7931910,ut:000674255600001,https://www.frontiersin.org/articles/10.3389/fdata.2020.548873/full,TRUE
Leipzig U,2020,1011.5,10.1186/s42155-020-00106-5,Flow diversion in challenging vascular anatomies: the use of low profile stent retrievers for safe and accurate positioning of the microcatheter,"Quäschling, Ulf;Kläver, Monika;Richter, Cindy;Hamerla, Gordian;Mucha, Simone;Scherlach, Cordula;Maybaum, Jens;Hoffmann, Karl-Titus;Schob, Stefan",FALSE,Springer Nature,CVIR Endovascular,2520-8934,,2520-8934,2520-8934,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32227310,PMC7103572,ut:000703746100001,http://link.springer.com/content/pdf/10.1186/s42155-020-00106-5.pdf,TRUE
Leipzig U,2020,999.6,10.1186/s13256-020-02388-8,A young woman from an Echinococcus-endemic area with progressive abdominal distension: a case report,"Boehlig, Albrecht;Blank, Valentin;Karlas, Thomas;Trawinski, Henning;Hau, Hans-Michael;Lederer, Andri Arnosson;Berg, Thomas",FALSE,Springer Nature,Journal of Medical Case Reports,1752-1947,,1752-1947,1752-1947,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32507106,PMC7278052,NA,https://link.springer.com/content/pdf/10.1186/s13256-020-02388-8.pdf,TRUE
Leipzig U,2020,970.9,10.3390/dj8030083,Potential Co-Factors of an Intraoral Contact Allergy—A Cross-Sectional Study,"Olms, Constanze;Schor, Jana;Yahiaoui-Doktor, Maryam",FALSE,MDPI AG,Dentistry Journal,2304-6767,,2304-6767,2304-6767,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32756376,PMC7559516,ut:000697662100023,https://www.mdpi.com/2304-6767/8/3/83/pdf,TRUE
Leipzig U,2020,814.4,10.1155/2020/6752342,Changing the Focus to the Whole Patient instead of One Oral Disease: The Concept of Individualized Prevention,"Schmalz, Gerhard;Ziebolz, Dirk",FALSE,Hindawi Publishing Corporation,Advances in Preventive Medicine,2090-3480,2090-3480,2090-3499,2090-3480,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32518697,PMC7256733,NA,http://downloads.hindawi.com/journals/apm/2020/6752342.pdf,TRUE
Leipzig U,2020,804.21,10.1155/2020/6710906,Dental and Periodontal Treatment Need after Dental Clearance Is Not Associated with the Outcome of Induction Therapy in Patients with Acute Leukemia: Results of a Retrospective Pilot Study,"Schmalz, Gerhard;Tulani, Lulzim;Busjan, Rilana;Haak, Rainer;Kottmann, Tanja;Trümper, Lorenz;Hasenkamp, Justin;Ziebolz, Dirk",FALSE,Hindawi Publishing Corporation,Advances in Hematology,1687-9104,1687-9104,1687-9112,1687-9104,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32373173,PMC7191429,NA,http://downloads.hindawi.com/journals/ah/2020/6710906.pdf,TRUE
Leipzig U,2020,775.88,10.1186/s40942-020-00232-1,Morphology of partial-thickness macular defects: presumed roles of Müller cells and tissue layer interfaces of low mechanical stability,"Bringmann, Andreas;Unterlauft, Jan Darius;Wiedemann, Renate;Rehak, Matus;Wiedemann, Peter",FALSE,Springer Nature,International Journal of Retina and Vitreous,2056-9920,,2056-9920,2056-9920,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32647586,PMC7339408,ut:000693130900001,https://link.springer.com/content/pdf/10.1186/s40942-020-00232-1.pdf,TRUE
Leipzig U,2020,708.67,10.5334/cstp.230,How Does Policy Conceptualise Citizen Science? A Qualitative Content Analysis of International Policy Documents,"Hecker, Susanne;Wicke, Nina;Haklay, Muki;Bonn, Aletta",FALSE,"Ubiquity Press, Ltd.",Citizen Science: Theory and Practice,2057-4991,,2057-4991,2057-4991,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,NA,NA,NA,https://doi.org/10.5334/cstp.230,TRUE
Leipzig U,2020,520.3,10.1016/j.radcr.2020.02.011,A case report of an unrecognized osteoid osteoma of the proximal femur,"Samland, Marie;Ullrich, Sebastian;Petersen, Tim-Ole;Roth, Andreas",FALSE,Elsevier BV,Radiology Case Reports,1930-0433,1930-0433,,1930-0433,http://creativecommons.org/licenses/cc-by-nc-nd/4.0/,TRUE,32300467,PMC7152594,NA,https://api.elsevier.com/content/article/PII:S1930043320300522?httpAccept=text/xml,TRUE
Leipzig U,2020,1913.44,10.3389/fpsyt.2020.00735,Internet-Based Cognitive Behavior Therapy Only for the Young? A Secondary Analysis of a Randomized Controlled Trial of Depression Treatment,"Pabst, Alexander;Löbner, Margrit;Stein, Janine;Luppa, Melanie;Kersting, Anette;König, Hans-Helmut;Riedel-Heller, Steffi G.",FALSE,Frontiers Media SA,Frontiers in Psychiatry,1664-0640,,1664-0640,1664-0640,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32848915,PMC7396625,ut:000560680400001,https://www.frontiersin.org/article/10.3389/fpsyt.2020.00735/full,TRUE
Leipzig U,2020,2631,10.2196/24807,A Self-Help App for Syrian Refugees With Posttraumatic Stress (Sanadak): Randomized Controlled Trial,"Röhr, Susanne;Jung, Franziska U;Pabst, Alexander;Grochtdreis, Thomas;Dams, Judith;Nagl, Michaela;Renner, Anna;Hoffmann, Rahel;König, Hans-Helmut;Kersting, Anette;Riedel-Heller, Steffi G",FALSE,JMIR Publications Inc.,JMIR mHealth and uHealth,2291-5222,,2291-5222,2291-5222,na,TRUE,33439140,PMC7935251,ut:000635285700001,,TRUE
Leipzig U,2020,2701.3,10.2147/jmdh.s279154,Pharmacy Technicians’ Perception About Symptoms and Concerns of Older Patients Visiting Pharmacies: A Cross-Sectional Study,"Homann, Katharina;Bertsche, Thilo;Schiek, Susanne",FALSE,Informa UK Limited,Journal of Multidisciplinary Healthcare,1178-2390,,1178-2390,1178-2390,http://creativecommons.org/licenses/cc-by-nc/3.0/,TRUE,33488086,PMC7815074,NA,https://www.dovepress.com/getfile.php?fileID=65743,TRUE
